"Cluster","Metabolite","Formula","Super_Class","Class","Sub_Class","HMDB","pct.1","pct.2","avg_log2FC","p_val","p_val_adj"
"心室肌肉1 Ventricular Muscle1","(1R,4E,6S,7S,17R)-4-Ethylidene-7-hydroxy-7-(hydroxymethyl)-6-methyl-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione","C18H25NO6","Phenylpropanoids and polyketides","Macrolides and analogues",NA,"HMDB0242334",96.4557620602942,95.8540849457153,0.00187697507074924,0.797262383764206,1
"心室肌肉1 Ventricular Muscle1","(1xi,3S)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-1,3-dicarboxylic acid","C14H14N2O4","Alkaloids and derivatives","Harmala alkaloids",NA,"HMDB0035115",27.4468884585369,27.0695050464983,-0.00164478772454935,0.463217253243141,1
"心室肌肉1 Ventricular Muscle1","1-Hydroxyanthraquinone","C14H8O3","Benzenoids","Anthracenes","Anthraquinones","HMDB0243898",78.8644487479647,76.2516344190283,-0.00144979136194001,0.0570278604317047,1
"心室肌肉1 Ventricular Muscle1","1,3-Bis(4-nitrophenyl)urea","C13H10N4O5","Benzenoids","Benzene and substituted derivatives","N-phenylureas","HMDB0244158",89.1618733801582,86.1398328117884,0.00507292831349004,0.00645725974592558,1
"心室肌肉1 Ventricular Muscle1","2-Isopropylmalic acid","C7H12O5","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","HMDB0000402",85.9881878004837,82.6788311516594,-0.000127092491998992,0.228813028280629,1
"心室肌肉1 Ventricular Muscle1","2,4-Dihydroxypteridine","C6H4N4O2","Organoheterocyclic compounds","Pteridines and derivatives",NA,"HMDB0254198",98.2077444094382,97.5377201874624,0.000580132914855591,0.023843947684492,1
"心室肌肉1 Ventricular Muscle1","4-Methylumbelliferyl beta-D-xylopyranoside","C15H16O7","Phenylpropanoids and polyketides","Coumarins and derivatives","Coumarin glycosides","HMDB0247186",20.5778921101059,19.9450541378348,0.00168121736783566,0.136022680256503,1
"心室肌肉1 Ventricular Muscle1","4-Trimethylammoniobutanoic acid","C7H15NO2","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","HMDB0001161",99.8352458305634,98.6328176649478,0.00577518733799776,0.203309559958748,1
"心室肌肉1 Ventricular Muscle1","Corynoline","C21H21NO5","Alkaloids and derivatives","Benzophenanthridine alkaloids","Hexahydrobenzophenanthridine alkaloids","HMDB0250479",82.4289196558468,81.1306506824158,0.000935271811154714,0.000791973433765854,1
"心室肌肉1 Ventricular Muscle1","Coumarin 6","C20H18N2O2S","Phenylpropanoids and polyketides","Coumarins and derivatives",NA,"HMDB0250493",84.0949600639747,82.092937840657,0.0056534237450564,0.00014549834378922,1
